feedback,seller_id,order_id,store_id
"nadie me devolvio el dinero,no hay nada en mi cuenta,,,solo los 2999 q me debitaron por el set de valijas y ni siquiera lo mandaron a mi domicilio",167520920,1849317209,12875073
"ES PRODUCTO ES EL COMPREADO, PERO PARA RETIRARLO ME TUVIERON 50 MINUTOS, LO MISMO LE PASO A TODOS, EL ARGUMENTO ERA QUE A TODOS LOS QUE COMPRABAN POR LA WEB ...",167520920,1844651744,12875073
Venden mintiendo con los puntos de entrega y sin stocks.,167520920,1848093081,12875073
Me tuvieron como 30 min esperando la pileta mientras ellos jugaban con el celular,167520920,1864932593,12875073
"Una verguenza la demora de la devolución de la compra, fue realizar el 29102018 y me informaron que era inmediato. Hasta esa fecha la tarjeta no había cerrado",167520920,1844767831,12875073
"no recomiendo al vendedor, el producto vino incompleto, me mintieron con que recibiria el faltante. y tuve q terminar optando por devolver el producto.",,1831513146,12875073
El producto es más chico de lo que describía la publicación.,167520920,1845465785,12875073
No lo recomiendo la entrega para retirara del local de Walmart Sarandi un * esperas 40 minutos que te traigan el producto y el gerente un prepo,167520920,1845831886,12875073
No lo recomiendo .por falta de atención y mala predisposición para reparar los errores que ocasiona...más de un mes para una devolución. Eviten comprar.. gracia,,1827202822,12875073
"Estafador, entrega mercaderia sin factura",,1844416136,12875073
Esta mal hecho la mesa no coinciden los tornillos tardan mucho la entraga,167520920,1855317563,12875073
Mande una persona a retirarlo y habiendo mandado los datos de la persona  Nombre..C.I. etc..no entegaron la compra,322180310,1831886432,12877011
"Péssimo. Jamais compraria de novo. Loja não cumpre prazos, não alinha processos com a loja e eu fiquei sem o livro. Não recomendo. 1a vez que compro e não receb",,1824475843,12877013
Atendimento horrível...,,1823475812,12877013
não recebi o produto quero cancelar a compra,,1851665318,12877013
Desastre. De lo que ofrecen en el kit tuve que dar mil vueltas para cambiar las partes.,171190356,1870670198,12877023
"Consultè antes de comprar , me dijeron que seguramente tenían , esa fue la respuesta que me dieron ,cuando fui a retirar me dijeron que no tenían .",,1805241759,12878025
Cuando fui a buscar el producto no tenian en stock,,1849270868,12878025
No embalan bien los productos y si estos te llegan rotos no tienen la cortesía mínima de cambiartelo.,171190356,1843787986,12878026
No se hacen cargo si el producto llega roto y tampoco lo embalan bien,171190356,1843788169,12878026
